EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
376,47,Male,"Research & Development",Manager,3,11849,3,10,2,2,Yes,Yes,3,17182,-5333,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
153,34,Female,"Research & Development",Manager,3,11631,3,11,1,3,No,No,2,17182,-5551,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1516,32,Male,"Research & Development",Manager,3,11244,4,5,4,4,No,No,0,17182,-5938,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1005,50,Male,"Research & Development","Manufacturing Director",4,13973,3,12,3,3,Yes,No,100,7295,6678,Overpaid,Normal,4,"Top 25%",0
867,52,Female,"Research & Development","Manufacturing Director",4,13826,4,9,4,3,No,No,99.3,7295,6531,Overpaid,Normal,4,"Top 25%",0
1032,59,Female,"Research & Development","Manufacturing Director",4,13726,3,5,4,3,Yes,No,98.6,7295,6431,Overpaid,Normal,4,"Top 25%",0
2034,41,Female,"Research & Development","Manufacturing Director",4,13570,4,20,2,3,No,No,97.9,7295,6275,Overpaid,Normal,4,"Top 25%",0
1373,56,Male,"Research & Development","Manufacturing Director",4,13402,3,19,2,3,Yes,No,97.2,7295,6107,Overpaid,Normal,4,"Top 25%",0
1401,52,Female,"Research & Development","Manufacturing Director",4,13247,3,5,3,2,Yes,No,96.5,7295,5952,Overpaid,Normal,4,"Top 25%",0
601,40,Female,"Research & Development","Manufacturing Director",4,13237,3,20,3,3,No,No,95.8,7295,5942,Overpaid,Normal,4,"Top 25%",0
1367,51,Female,"Research & Development","Manufacturing Director",4,13142,3,5,2,2,No,No,95.1,7295,5847,Overpaid,Normal,4,"Top 25%",0
1775,53,Female,"Research & Development","Manufacturing Director",4,12965,4,3,3,2,Yes,No,94.4,7295,5670,Overpaid,Normal,4,"Top 25%",0
1026,39,Female,"Research & Development","Manufacturing Director",4,12742,3,21,4,3,No,No,93.8,7295,5447,Overpaid,Normal,4,"Top 25%",0
1096,55,Male,"Research & Development","Manufacturing Director",3,10976,3,3,2,3,No,No,93.1,7295,3681,Overpaid,Normal,4,"Top 25%",0
899,35,Male,"Research & Development","Manufacturing Director",3,10903,3,13,2,3,No,No,92.4,7295,3608,Overpaid,Normal,4,"Top 25%",0
1043,39,Female,"Research & Development","Manufacturing Director",3,10880,3,21,1,3,Yes,No,91.7,7295,3585,Overpaid,Normal,4,"Top 25%",0
1007,46,Male,"Research & Development","Manufacturing Director",3,10845,3,8,3,3,No,No,91,7295,3550,Overpaid,Normal,4,"Top 25%",0
1126,43,Female,"Research & Development","Manufacturing Director",3,10820,3,8,1,3,No,No,90.3,7295,3525,Overpaid,Normal,4,"Top 25%",0
1013,54,Female,"Research & Development","Manufacturing Director",3,10739,3,10,3,3,No,No,89.6,7295,3444,Overpaid,Normal,4,"Top 25%",0
880,35,Female,"Research & Development","Manufacturing Director",3,10685,4,17,3,3,Yes,No,88.9,7295,3390,Overpaid,Normal,4,"Top 25%",0
179,51,Male,"Research & Development","Manufacturing Director",3,10650,3,4,4,3,No,Yes,88.2,7295,3355,Overpaid,Normal,4,"Top 25%",1
581,31,Male,"Research & Development","Manufacturing Director",3,10648,4,13,2,4,No,No,87.5,7295,3353,Overpaid,Normal,4,"Top 25%",0
1283,59,Male,"Research & Development","Manufacturing Director",3,10512,3,9,4,2,No,No,86.8,7295,3217,Overpaid,Normal,4,"Top 25%",0
1245,54,Female,"Research & Development","Manufacturing Director",3,10502,3,5,3,1,No,No,86.1,7295,3207,Overpaid,Normal,4,"Top 25%",0
1628,40,Female,"Research & Development","Manufacturing Director",3,10435,3,18,3,3,No,No,85.4,7295,3140,Overpaid,Normal,4,"Top 25%",0
1827,47,Female,"Research & Development","Manufacturing Director",3,10333,3,22,2,3,Yes,No,84.7,7295,3038,Overpaid,Normal,4,"Top 25%",0
1182,35,Male,"Research & Development","Manufacturing Director",3,10274,3,7,2,4,No,No,84,7295,2979,Overpaid,Normal,4,"Top 25%",0
1237,36,Female,"Research & Development","Manufacturing Director",3,10252,4,7,1,3,Yes,No,83.3,7295,2957,Overpaid,Normal,4,"Top 25%",0
845,35,Male,"Research & Development","Manufacturing Director",3,10221,4,8,3,4,No,No,82.6,7295,2926,Overpaid,Normal,4,"Top 25%",0
1496,44,Male,"Research & Development","Manufacturing Director",3,10209,3,2,3,2,Yes,No,81.9,7295,2914,Overpaid,Normal,4,"Top 25%",0
1572,53,Female,"Research & Development","Manufacturing Director",3,10169,3,33,4,3,No,Yes,81.2,7295,2874,Overpaid,Normal,4,"Top 25%",1
342,37,Male,"Research & Development","Manufacturing Director",3,10048,3,1,3,3,No,Yes,80.6,7295,2753,Overpaid,Normal,4,"Top 25%",1
1360,58,Female,"Research & Development","Manufacturing Director",3,10008,3,10,1,2,Yes,Yes,79.9,7295,2713,Overpaid,Normal,4,"Top 25%",1
20,29,Female,"Research & Development","Manufacturing Director",3,9980,3,10,1,3,No,No,79.2,7295,2685,Overpaid,Normal,4,"Top 25%",0
1084,30,Male,"Research & Development","Manufacturing Director",2,9957,3,6,1,2,No,No,78.5,7295,2662,Overpaid,Normal,4,"Top 25%",0
2057,31,Male,"Research & Development","Manufacturing Director",2,9936,3,9,1,3,No,No,77.8,7295,2641,Overpaid,Normal,4,"Top 25%",0
1966,32,Male,"Research & Development","Manufacturing Director",2,9679,4,1,4,3,No,No,77.1,7295,2384,Overpaid,Normal,4,"Top 25%",0
1816,30,Female,"Research & Development","Manufacturing Director",3,9667,3,7,3,3,No,No,76.4,7295,2372,Overpaid,Normal,4,"Top 25%",0
256,34,Male,"Research & Development","Manufacturing Director",2,9547,3,10,3,2,No,No,75.7,7295,2252,Overpaid,Normal,4,"Top 25%",0
12,38,Male,"Research & Development","Manufacturing Director",3,9526,4,9,3,3,No,No,75,7295,2231,Overpaid,Normal,3,"Upper Mid 25%",0
689,37,Male,"Research & Development","Manufacturing Director",3,9434,3,10,3,3,No,No,74.3,7295,2139,Overpaid,Normal,3,"Upper Mid 25%",0
1465,45,Male,"Research & Development","Manufacturing Director",3,9380,3,3,4,4,Yes,No,73.6,7295,2085,Overpaid,Normal,3,"Upper Mid 25%",0
1412,35,Male,"Research & Development","Manufacturing Director",3,9362,3,2,4,3,No,No,72.9,7295,2067,Overpaid,Normal,3,"Upper Mid 25%",0
442,31,Female,"Research & Development","Manufacturing Director",3,8943,4,10,3,3,No,No,72.2,7295,1648,Overpaid,Normal,3,"Upper Mid 25%",0
1073,36,Female,"Research & Development","Manufacturing Director",3,8858,3,14,4,2,No,No,71.5,7295,1563,Overpaid,Normal,3,"Upper Mid 25%",0
699,36,Male,"Research & Development","Manufacturing Director",2,8847,3,3,2,3,Yes,No,70.8,7295,1552,Overpaid,Normal,3,"Upper Mid 25%",0
733,27,Male,"Research & Development","Manufacturing Director",3,8793,4,9,1,2,No,No,70.1,7295,1498,Overpaid,Normal,3,"Upper Mid 25%",0
1857,46,Male,"Research & Development","Manufacturing Director",3,8578,3,9,4,2,No,No,69.4,7295,1283,Fair,Normal,3,"Upper Mid 25%",0
292,30,Male,"Research & Development","Manufacturing Director",3,8474,4,11,3,3,No,No,68.8,7295,1179,Fair,Normal,3,"Upper Mid 25%",0
1525,39,Female,"Research & Development","Manufacturing Director",3,8376,3,2,2,3,No,No,68.1,7295,1081,Fair,Normal,3,"Upper Mid 25%",0
464,35,Male,"Research & Development","Manufacturing Director",3,8095,3,16,2,3,No,No,67.4,7295,800,Fair,Normal,3,"Upper Mid 25%",0
543,52,Male,"Research & Development","Manufacturing Director",3,7969,3,5,3,3,Yes,No,66.7,7295,674,Fair,Normal,3,"Upper Mid 25%",0
1641,40,Female,"Research & Development","Manufacturing Director",3,7945,3,4,4,2,Yes,No,66,7295,650,Fair,Normal,3,"Upper Mid 25%",0
1363,48,Male,"Research & Development","Manufacturing Director",3,7898,3,10,4,3,No,No,65.3,7295,603,Fair,Normal,3,"Upper Mid 25%",0
743,38,Female,"Research & Development","Manufacturing Director",3,7861,3,1,3,4,Yes,No,64.6,7295,566,Fair,Normal,3,"Upper Mid 25%",0
1133,36,Male,"Research & Development","Manufacturing Director",2,7779,4,11,4,3,No,No,63.9,7295,484,Fair,Normal,3,"Upper Mid 25%",0
1638,38,Female,"Research & Development","Manufacturing Director",3,7756,3,5,3,4,Yes,No,63.2,7295,461,Fair,Normal,3,"Upper Mid 25%",0
1121,28,Female,"Research & Development","Manufacturing Director",3,7655,3,9,2,2,No,No,62.5,7295,360,Fair,Normal,3,"Upper Mid 25%",0
623,37,Female,"Research & Development","Manufacturing Director",3,7491,3,6,4,4,No,No,61.8,7295,196,Fair,Normal,3,"Upper Mid 25%",0
1459,31,Female,"Research & Development","Manufacturing Director",3,7446,3,10,2,3,No,Yes,61.1,7295,151,Fair,Normal,3,"Upper Mid 25%",1
725,27,Female,"Research & Development","Manufacturing Director",3,7412,3,9,1,3,No,No,60.4,7295,117,Fair,Normal,3,"Upper Mid 25%",0
605,42,Male,"Research & Development","Manufacturing Director",3,7406,4,10,1,2,Yes,No,59.7,7295,111,Fair,Normal,3,"Upper Mid 25%",0
1228,46,Male,"Research & Development","Manufacturing Director",2,7379,3,6,4,2,No,No,59,7295,84,Fair,Normal,3,"Upper Mid 25%",0
112,56,Male,"Research & Development","Manufacturing Director",3,7260,3,6,4,2,No,No,58.3,7295,-35,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
462,31,Female,"Research & Development","Manufacturing Director",3,7143,3,11,4,2,Yes,No,57.6,7295,-152,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1728,35,Male,"Research & Development","Manufacturing Director",2,6883,3,7,3,3,No,No,56.9,7295,-412,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
833,30,Female,"Research & Development","Manufacturing Director",2,6877,4,0,4,2,Yes,No,56.2,7295,-418,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
275,49,Male,"Research & Development","Manufacturing Director",2,6804,3,7,4,3,Yes,No,55.6,7295,-491,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
966,32,Female,"Research & Development","Manufacturing Director",2,6725,3,8,1,4,No,No,54.9,7295,-570,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
170,49,Female,"Research & Development","Manufacturing Director",2,6567,3,15,1,2,No,No,54.2,7295,-728,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
271,38,Male,"Research & Development","Manufacturing Director",2,6553,3,1,3,3,No,No,53.5,7295,-742,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1514,28,Male,"Research & Development","Manufacturing Director",2,6549,3,8,2,2,No,No,52.8,7295,-746,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1724,40,Female,"Research & Development","Manufacturing Director",2,6516,3,1,1,3,Yes,No,52.1,7295,-779,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
85,36,Male,"Research & Development","Manufacturing Director",2,6499,3,6,2,3,No,No,51.4,7295,-796,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1196,37,Female,"Research & Development","Manufacturing Director",2,6474,3,14,4,2,No,No,50.7,7295,-821,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
635,37,Female,"Research & Development","Manufacturing Director",2,6447,3,6,2,2,No,No,50,7295,-848,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
341,45,Male,"Research & Development","Manufacturing Director",2,6434,3,3,3,3,No,No,49.3,7295,-861,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
384,26,Female,"Research & Development","Manufacturing Director",2,6397,4,6,2,1,No,No,48.6,7295,-898,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
460,37,Male,"Research & Development","Manufacturing Director",2,6347,3,6,4,2,No,No,47.9,7295,-948,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
273,38,Male,"Research & Development","Manufacturing Director",2,6261,3,7,4,1,No,No,47.2,7295,-1034,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1389,31,Male,"Research & Development","Manufacturing Director",2,6179,3,10,3,2,Yes,Yes,46.5,7295,-1116,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
830,32,Female,"Research & Development","Manufacturing Director",2,6162,3,14,3,3,No,No,45.1,7295,-1133,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
78,32,Male,"Research & Development","Manufacturing Director",2,6162,4,9,4,3,Yes,No,45.1,7295,-1133,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
2064,27,Male,"Research & Development","Manufacturing Director",2,6142,4,6,2,3,Yes,No,44.4,7295,-1153,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
211,51,Male,"Research & Development","Manufacturing Director",2,6132,3,1,3,3,No,No,43.8,7295,-1163,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
548,30,Female,"Research & Development","Manufacturing Director",2,6091,4,5,4,3,No,No,43.1,7295,-1204,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
827,42,Female,"Research & Development","Manufacturing Director",2,6062,3,4,4,3,Yes,No,42.4,7295,-1233,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
466,41,Male,"Research & Development","Manufacturing Director",2,6032,3,5,2,3,Yes,No,41.7,7295,-1263,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
77,37,Male,"Research & Development","Manufacturing Director",2,5993,3,7,3,4,No,No,41,7295,-1302,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
803,38,Female,"Research & Development","Manufacturing Director",2,5980,3,15,1,3,Yes,No,40.3,7295,-1315,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
339,34,Male,"Research & Development","Manufacturing Director",2,5957,3,11,1,3,No,No,39.6,7295,-1338,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
261,35,Male,"Research & Development","Manufacturing Director",2,5916,3,1,3,3,Yes,Yes,38.9,7295,-1379,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1888,45,Female,"Research & Development","Manufacturing Director",2,5906,3,9,4,2,No,No,38.2,7295,-1389,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1635,45,Female,"Research & Development","Manufacturing Director",2,5770,3,10,4,3,No,No,37.5,7295,-1525,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1631,37,Male,"Research & Development","Manufacturing Director",2,5768,3,4,3,2,No,No,36.8,7295,-1527,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1804,35,Male,"Research & Development","Manufacturing Director",2,5762,3,7,4,3,No,No,36.1,7295,-1533,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
799,54,Female,"Research & Development","Manufacturing Director",2,5485,3,5,1,3,Yes,No,35.4,7295,-1810,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
408,51,Male,"Research & Development","Manufacturing Director",2,5482,3,4,2,3,No,No,34.7,7295,-1813,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1018,26,Male,"Research & Development","Manufacturing Director",2,5472,3,8,4,3,No,No,34,7295,-1823,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1294,36,Female,"Research & Development","Manufacturing Director",2,5410,3,16,2,3,Yes,No,33.3,7295,-1885,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1618,39,Male,"Research & Development","Manufacturing Director",2,5377,3,7,1,3,No,No,32.6,7295,-1918,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1997,38,Male,"Research & Development","Manufacturing Director",2,5321,3,8,3,3,No,No,31.9,7295,-1974,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1654,39,Male,"Research & Development","Manufacturing Director",2,5295,4,5,2,3,No,No,31.2,7295,-2000,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
270,42,Female,"Research & Development","Manufacturing Director",2,5265,3,5,3,3,No,No,30.6,7295,-2030,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
487,46,Female,"Research & Development","Manufacturing Director",2,5258,3,1,3,4,No,No,29.9,7295,-2037,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1736,31,Female,"Research & Development","Manufacturing Director",2,5238,4,5,4,2,No,No,29.2,7295,-2057,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
823,36,Female,"Research & Development","Manufacturing Director",2,5228,3,9,2,3,No,No,28.5,7295,-2067,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1653,25,Male,"Research & Development","Manufacturing Director",2,5206,3,7,3,3,No,No,27.8,7295,-2089,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1936,39,Male,"Research & Development","Manufacturing Director",2,5151,4,10,1,3,No,No,27.1,7295,-2144,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
2025,36,Female,"Research & Development","Manufacturing Director",2,5131,3,4,2,3,No,No,26.4,7295,-2164,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
775,34,Female,"Research & Development","Manufacturing Director",2,5121,3,0,1,3,No,No,25.7,7295,-2174,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
574,47,Female,"Research & Development","Manufacturing Director",2,5070,3,5,4,3,No,No,25,7295,-2225,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
987,47,Male,"Research & Development","Manufacturing Director",2,5067,3,19,3,4,Yes,No,24.3,7295,-2228,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1150,29,Male,"Research & Development","Manufacturing Director",2,5056,3,10,4,2,Yes,No,23.6,7295,-2239,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1633,39,Female,"Research & Development","Manufacturing Director",2,5042,3,9,3,1,No,No,22.9,7295,-2253,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1025,41,Female,"Research & Development","Manufacturing Director",2,5003,3,2,3,3,No,No,22.2,7295,-2292,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
178,36,Male,"Research & Development","Manufacturing Director",2,4941,4,3,2,3,No,No,21.5,7295,-2354,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
350,25,Female,"Research & Development","Manufacturing Director",2,4898,3,4,3,3,No,No,20.8,7295,-2397,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1622,28,Female,"Research & Development","Manufacturing Director",2,4877,4,5,1,2,No,No,20.1,7295,-2418,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1573,38,Male,"Research & Development","Manufacturing Director",2,4855,3,5,2,3,No,Yes,19.4,7295,-2440,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
550,46,Female,"Research & Development","Manufacturing Director",2,4810,3,10,3,2,No,No,18.8,7295,-2485,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1886,35,Female,"Research & Development","Manufacturing Director",2,4788,3,3,2,3,Yes,No,18.1,7295,-2507,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
872,22,Male,"Research & Development","Manufacturing Director",2,4775,4,2,4,1,No,No,17.4,7295,-2520,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
920,43,Female,"Research & Development","Manufacturing Director",2,4765,4,1,2,4,No,No,16.7,7295,-2530,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1615,34,Male,"Research & Development","Manufacturing Director",2,4724,3,9,4,3,No,No,16,7295,-2571,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1298,30,Female,"Research & Development","Manufacturing Director",2,4695,3,8,3,3,Yes,No,15.3,7295,-2600,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1614,36,Female,"Research & Development","Manufacturing Director",2,4663,3,3,3,3,Yes,No,14.6,7295,-2632,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1322,39,Male,"Research & Development","Manufacturing Director",2,4534,3,8,3,3,No,No,13.9,7295,-2761,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
250,53,Female,"Research & Development","Manufacturing Director",2,4450,3,4,1,3,No,No,13.2,7295,-2845,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1980,54,Female,"Research & Development","Manufacturing Director",2,4440,3,5,1,3,Yes,No,12.5,7295,-2855,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
836,42,Male,"Research & Development","Manufacturing Director",2,4434,3,9,2,2,No,No,11.8,7295,-2861,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
98,31,Female,"Research & Development","Manufacturing Director",2,4424,4,11,4,3,No,No,11.1,7295,-2871,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1009,24,Female,"Research & Development","Manufacturing Director",2,4377,3,4,3,3,No,No,10.4,7295,-2918,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1662,36,Female,"Research & Development","Manufacturing Director",2,4374,3,3,3,3,No,No,9.7,7295,-2921,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
